"","age","gender_bin","country","grit","extraversion","openess","conscientiousness","agreeableness","neuroticism","VLC_QA","VLC_rest","GS1","GS2","GS3","GS4","GS5","GS6","GS7","GS8","GS9","GS10","GS11","GS12","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","gender","surveyelapse","VCL1","VCL2","VCL3","VCL4","VCL5","VCL6","VCL7","VCL8","VCL9","VCL10","VCL11","VCL12","VCL13","VCL14","VCL15","VCL16","education","urban","engnat","hand","religion","orientation","race","voted","married","familysize","operatingsystem","browser","screenw","screenh","introelapse","testelapse"
"70",17,"male","RO",24,44,38,43,25,24,0,6,1,2,2,1,3,2,3,3,1,1,3,2,5,5,4,4,5,4,4,4,5,4,4,3,3,4,4,4,5,3,4,4,5,4,5,4,3,5,5,4,4,4,5,1,4,2,2,3,2,2,2,2,2,2,4,2,2,3,3,2,3,1,1,165,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,4,1,4,2,1,1,"Windows","Chrome",1920,1080,23,234
"71",49,"female","SG",18,41,38,47,10,22,1,7,1,2,1,2,1,1,1,1,1,1,5,1,4,5,5,4,4,5,4,3,3,4,3,2,4,4,4,5,4,3,5,4,5,5,4,5,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,5,1,2,1,1,1,2,1,2,138,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,4,3,2,1,2,1,4,2,2,1,"Macintosh","Firefox",1440,900,9,217
"72",18,"female","US",39,10,26,43,28,48,0,4,1,3,3,5,5,2,5,5,3,1,2,4,1,1,1,1,1,1,1,1,1,1,3,3,5,1,2,1,3,2,5,1,5,5,5,4,5,5,5,1,5,3,2,2,4,2,4,1,5,1,4,3,5,4,5,5,5,4,5,5,5,5,2,142,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,1,4,1,4,2,1,3,"Windows","Microsoft Internet Explorer",1366,768,6,156
"73",18,"male","US",44,22,37,30,18,33,0,5,3,4,3,3,4,4,4,5,4,2,4,4,1,2,3,2,4,3,1,2,2,2,4,4,3,4,4,3,3,5,4,3,2,3,5,3,2,3,3,3,4,2,1,2,3,1,1,2,2,2,1,3,3,3,4,3,3,3,3,3,4,4,1,150,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,4,1,4,2,1,2,"Windows","Microsoft Internet Explorer",1366,768,8,266
"74",24,"male","GB",42,32,42,26,27,35,0,5,4,3,2,4,4,5,3,4,4,2,4,3,3,4,4,3,4,4,3,2,3,2,5,4,5,4,4,5,4,2,5,4,2,3,4,2,2,2,4,1,4,2,2,1,5,2,4,2,4,4,2,1,4,2,5,2,1,4,4,4,5,4,1,117,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,1,1,4,2,1,5,"Windows","Microsoft Internet Explorer",1280,1024,14,215
"75",38,"male","IT",40,30,46,27,18,34,0,7,2,3,5,3,3,3,4,2,5,3,4,3,3,4,3,2,3,5,3,2,3,2,5,5,5,5,4,4,5,4,5,4,1,3,5,3,3,4,2,2,1,3,2,3,1,1,2,1,2,3,1,2,4,4,4,5,2,2,4,3,1,5,1,205,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,4,2,2,1,2,1,4,2,1,1,"Windows","Firefox",1280,800,18,350
"76",18,"female","US",33,16,30,46,21,33,0,5,1,3,5,3,2,2,5,3,2,1,2,4,1,2,4,2,2,1,1,1,1,1,2,4,4,2,2,2,4,3,4,3,5,5,5,5,5,5,5,2,5,4,1,2,2,2,4,1,3,2,1,3,3,2,5,3,3,3,4,4,3,3,2,105,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,1,4,1,4,2,1,3,"Windows","Microsoft Internet Explorer",1366,768,7,134
"77",52,"female","GB",39,35,42,31,20,34,1,6,2,4,5,3,3,1,3,5,3,4,3,3,3,5,4,3,4,5,3,2,3,3,4,4,5,4,4,5,5,3,5,3,2,3,3,4,1,5,4,4,3,2,1,1,1,2,2,3,3,4,1,2,3,4,4,2,3,4,5,4,4,1,2,378,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,3,1,2,4,1,4,1,2,4,"iOS","Safari",768,1024,40,318
"78",23,"female","GB",26,28,38,34,20,30,1,6,1,3,4,1,4,1,3,3,1,1,3,1,1,4,4,3,4,4,2,2,2,2,4,4,4,4,2,4,3,4,5,4,4,2,2,3,2,2,4,5,5,5,1,2,2,2,2,3,2,2,2,2,4,3,4,3,4,3,2,2,3,2,2,213,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,3,2,1,1,4,1,4,2,1,2,"Windows","Chrome",1366,768,254,161
"79",25,"female","AR",46,31,40,24,31,44,0,6,1,4,5,5,5,4,4,5,5,5,1,2,3,4,1,3,3,5,3,3,5,1,3,1,5,5,5,5,3,3,5,5,5,1,5,1,1,1,5,3,1,1,3,5,4,3,3,3,3,3,3,1,5,3,5,1,5,5,5,5,5,5,2,227,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,2,1,4,1,1,4,"Windows","Chrome",1366,768,5,266
"80",40,"female","US",22,34,29,46,21,30,0,6,1,2,1,5,1,1,1,1,2,1,5,1,3,3,5,3,3,4,4,3,3,3,2,4,1,3,3,4,3,3,3,3,4,5,5,5,4,5,4,5,5,4,2,3,1,1,3,2,2,2,3,2,4,4,5,3,4,2,2,1,3,2,2,222,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,8,0,1,2,2,4,"Windows","Chrome",1366,768,56,384
"81",30,"female","US",26,35,41,33,17,20,0,9,2,4,3,2,1,2,3,1,2,1,3,2,4,4,4,4,4,4,3,2,4,2,4,3,5,4,4,5,4,4,4,4,4,2,3,4,2,3,4,5,4,2,1,1,4,1,3,1,2,2,1,1,3,2,4,1,2,2,2,1,2,1,2,111,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,2,6,1,1,1,1,2,"Macintosh","Safari",1440,900,10,162
"82",25,"female","IN",41,48,40,33,14,34,1,6,3,5,4,5,1,3,5,4,3,5,1,2,4,5,5,4,5,5,5,5,5,5,2,2,5,4,5,5,5,3,4,5,3,3,4,5,4,4,1,3,1,5,5,1,1,1,1,1,1,1,1,1,2,1,5,3,3,4,4,4,3,5,2,213,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,4,3,2,1,8,1,1,1,1,2,"Windows","Chrome",1366,768,4,241
"83",62,"female","US",28,36,39,39,17,22,0,7,2,3,3,3,2,1,2,2,3,3,3,1,3,4,4,4,4,4,4,2,3,4,4,5,4,3,4,4,4,3,4,4,4,2,4,5,4,4,4,4,4,4,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,162,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,4,1,1,1,6,1,4,1,2,6,"Windows","Microsoft Internet Explorer",1280,720,5,236
"84",19,"male","US",54,41,40,12,24,45,0,6,4,5,5,5,5,4,5,5,5,5,1,5,2,4,4,4,5,5,2,5,5,5,4,4,4,4,4,2,5,4,5,4,2,1,1,1,1,1,2,1,1,1,2,1,4,2,1,4,1,5,2,2,2,4,5,5,4,5,5,5,5,5,1,103,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,2,2,1,4,2,1,4,"ChromeOS","Chrome",1280,800,3,147
"85",18,"female","US",30,39,42,43,13,28,0,6,3,3,2,4,5,1,2,3,1,1,4,1,3,5,5,3,5,5,3,3,4,3,5,4,4,3,5,5,4,4,3,5,3,3,4,5,4,5,5,5,5,4,1,1,1,1,1,1,1,2,2,2,4,3,4,4,3,4,1,1,3,1,2,128,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,6,1,4,2,1,3,"ChromeOS","Chrome",1366,768,5,172
"86",23,"female","US",29,29,34,30,22,38,0,5,2,5,4,3,2,1,2,2,2,2,2,2,3,3,3,3,2,2,4,5,1,3,3,3,4,3,4,2,4,3,5,3,3,3,4,3,3,3,2,3,2,4,2,2,2,5,2,1,1,2,2,3,4,4,5,3,4,4,3,4,4,3,2,193,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,7,1,4,2,1,2,"Macintosh","Chrome",1280,800,14,211
"87",18,"male","US",27,32,43,33,23,20,1,7,2,3,3,4,3,1,1,3,1,2,2,2,3,3,4,3,4,2,4,2,3,4,4,5,5,5,4,5,4,3,4,4,2,4,4,4,3,5,3,3,1,4,2,1,3,3,2,3,2,2,3,2,1,2,1,4,2,1,3,2,2,2,1,159,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,2,2,1,1,2,1,4,2,1,4,"ChromeOS","Chrome",1366,768,5,173
"88",17,"female","PH",31,25,40,32,28,43,1,5,2,4,2,5,3,1,2,2,2,3,3,2,3,3,2,1,3,3,2,3,4,1,4,3,5,4,4,4,4,4,5,3,4,2,4,2,3,2,4,3,4,4,3,3,4,1,4,1,4,3,2,3,5,3,4,3,4,5,5,5,5,4,2,213,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,2,1,4,1,1,2,1,3,"Windows","Chrome",1360,768,16,156
"90",34,"male","IT",34,22,43,30,34,41,0,8,3,2,1,4,3,2,4,3,2,4,3,3,1,4,2,1,2,2,3,2,4,1,4,4,5,2,4,5,5,4,5,5,3,2,5,2,3,3,4,3,4,1,3,2,5,4,3,4,4,3,3,3,4,4,4,5,4,4,3,3,5,5,1,290,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,2,3,2,1,2,1,4,1,1,2,"Windows","Chrome",1024,768,3,308
"92",34,"male","US",31,26,35,34,28,27,0,6,2,2,4,4,3,2,3,2,1,2,4,2,4,1,2,2,3,2,4,2,4,2,2,4,4,4,4,2,4,3,4,4,4,2,4,2,3,2,5,4,4,4,2,3,3,2,4,2,4,2,3,3,3,1,2,2,4,5,3,2,2,3,1,213,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,8,1,1,1,2,4,"Linux","Chrome",360,640,10,208
"93",23,"male","PL",23,37,44,41,20,14,1,6,1,2,3,1,2,1,2,4,1,3,1,2,5,3,5,4,3,5,3,3,4,2,3,5,5,5,5,5,5,1,5,5,3,5,5,5,4,3,4,5,4,3,5,2,1,2,1,2,1,3,2,1,1,1,1,5,1,1,1,1,1,1,1,338,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,4,1,2,1,4,1,4,1,1,2,"Windows","Firefox",1600,900,4,270
"94",25,"female","US",23,30,43,38,16,24,1,8,2,2,1,4,2,1,2,2,1,1,4,1,1,4,3,3,4,4,3,3,3,2,2,4,5,5,5,5,5,2,5,5,3,1,4,5,4,5,4,5,3,4,1,1,1,1,2,1,2,4,2,1,3,3,4,1,2,2,3,1,4,1,2,315,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,4,3,2,1,6,1,1,2,2,1,"Macintosh","Safari",1280,800,7,315
"95",26,"male","IN",35,24,41,42,27,31,0,6,2,2,3,2,3,2,4,4,2,4,3,4,4,3,2,2,2,2,1,3,4,1,2,4,4,5,4,4,4,4,5,5,5,5,3,4,4,4,4,5,4,4,2,3,4,3,2,3,3,2,2,3,4,3,4,2,2,4,4,3,3,2,1,247,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,4,1,2,1,8,1,1,1,1,3,"Windows","Chrome",1366,768,30,200
"96",17,"female","US",28,38,40,35,14,27,0,5,2,3,5,1,3,1,2,4,1,1,3,2,4,5,5,4,5,5,3,2,2,3,3,4,4,5,4,5,4,2,4,5,4,3,4,4,2,3,4,4,4,3,1,1,1,2,1,1,1,2,2,2,4,2,4,1,2,5,3,2,3,1,2,104,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,12,1,4,2,1,2,"ChromeOS","Chrome",1366,768,12,120
"97",31,"female","LU",34,34,40,39,20,35,0,8,2,4,3,4,3,2,3,2,2,4,3,2,3,5,4,3,3,3,3,3,4,3,5,4,5,4,3,5,4,4,3,3,4,4,3,5,2,4,5,4,4,4,1,2,1,2,2,2,2,3,2,3,5,3,5,3,4,4,3,3,3,2,2,133,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,3,2,1,7,1,4,1,2,2,"Windows","Firefox",1920,1080,13,199
"98",17,"female","GB",29,21,40,26,20,32,0,7,2,4,2,2,5,1,3,1,2,2,4,1,1,3,1,2,2,5,1,2,2,2,5,4,3,5,4,2,5,5,5,2,3,2,5,2,1,1,2,4,2,4,2,1,2,2,1,4,1,1,2,4,4,4,5,5,3,3,4,1,1,2,2,99,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,2,3,1,1,9,1,4,2,1,7,"Windows","Chrome",1920,1080,7,1252
"99",24,"male","NP",30,26,34,34,17,41,0,5,3,2,5,2,3,3,4,2,2,1,2,1,4,2,2,2,5,2,3,2,3,1,2,2,4,4,5,2,5,2,4,4,4,1,5,2,5,5,3,2,3,4,4,2,1,1,2,1,2,1,2,1,4,2,5,4,4,4,4,5,4,5,1,302,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,8,1,1,2,1,2,"Windows","Chrome",1366,768,7846,430
"100",48,"male","SG",25,31,39,35,18,30,0,9,1,5,2,2,2,2,2,2,2,1,3,1,2,4,4,3,3,3,3,2,4,3,4,4,4,4,4,2,5,4,4,4,4,2,4,4,3,3,3,4,3,5,1,1,3,2,1,2,1,2,2,3,3,3,4,3,2,4,3,2,4,2,1,160,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,12,1,4,2,1,2,"Windows","Chrome",1920,1080,14,183
"101",20,"female","KE",21,47,40,39,10,22,0,6,1,3,2,4,1,2,1,1,1,1,2,2,4,5,5,5,5,5,5,4,5,4,4,4,5,2,4,5,4,4,3,5,4,5,5,3,3,2,4,4,4,5,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,3,2,1,3,1,2,200,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,6,0,3,2,1,2,"Windows","Firefox",1280,1024,8,260
"102",18,"male","US",32,24,37,29,27,20,1,6,1,4,4,2,3,3,3,2,3,2,2,3,2,2,3,2,3,4,1,2,3,2,4,5,3,5,3,3,4,2,4,4,2,2,5,4,2,2,3,4,2,3,3,3,2,3,2,4,2,2,3,3,2,1,3,2,2,2,2,2,2,2,1,187,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,2,3,2,1,2,1,1,2,1,2,"Macintosh","Chrome",1920,1080,28,313
"104",18,"female","US",28,26,33,29,16,41,0,7,3,2,4,3,3,2,3,2,1,2,2,1,1,3,3,2,3,4,3,3,2,2,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,3,1,3,3,3,1,2,3,1,1,1,2,2,1,2,5,4,5,3,3,4,4,5,5,3,2,225,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,1,1,7,1,4,2,1,1,"Macintosh","Chrome",1920,1080,3,299
"105",16,"female","GB",38,25,34,31,19,45,0,5,3,4,3,4,4,3,2,3,3,2,4,3,4,3,3,2,3,2,4,1,2,1,4,3,4,3,3,3,2,5,5,2,3,4,4,1,4,2,4,3,3,3,1,2,3,1,2,1,3,2,2,2,4,4,5,5,5,5,4,4,4,5,2,182,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,1,1,4,2,1,2,"Windows","Chrome",1280,1024,4,293
"106",16,"female","GB",39,34,36,33,17,47,0,5,3,4,4,3,3,2,4,4,3,4,2,3,4,3,3,4,3,4,3,4,2,4,2,3,5,4,2,5,4,2,5,4,3,3,5,3,3,4,3,3,2,4,1,2,5,1,1,1,2,1,1,2,5,4,5,5,3,5,5,5,5,5,2,175,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,12,1,4,2,1,2,"Windows","Chrome",1280,1024,2,408
"107",18,"male","US",47,24,30,34,26,34,0,5,3,4,4,4,5,3,5,3,5,4,3,4,3,2,3,2,5,2,1,3,2,1,3,2,3,3,3,2,2,4,4,4,2,2,4,4,2,5,4,5,2,4,1,3,5,2,2,2,2,2,4,3,2,2,4,5,2,2,5,4,5,3,1,160,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,2,1,4,2,1,4,"Macintosh","Chrome",1920,1080,15,303
"109",17,"female","US",25,21,44,28,31,23,2,7,1,5,2,1,4,1,3,1,3,1,1,2,2,2,3,2,4,2,1,1,3,1,4,5,5,5,5,1,5,4,5,5,2,2,5,4,1,3,2,5,2,2,3,5,4,4,4,2,3,2,2,2,1,1,2,5,1,2,2,2,2,5,2,201,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,2,1,1,7,1,4,2,1,2,"Macintosh","Chrome",1920,1080,5,223
"110",18,"female","US",40,37,44,24,13,42,1,6,3,4,2,3,5,2,4,4,3,4,3,3,4,3,3,4,3,5,4,4,5,2,4,5,5,5,4,5,4,4,4,4,3,2,2,2,3,1,4,3,2,2,1,1,2,1,1,1,1,2,1,2,5,4,4,4,4,5,4,4,4,4,2,116,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,1,1,6,1,4,2,1,3,"Macintosh","Chrome",1920,1080,6,368
"111",33,"female","HK",27,28,39,35,12,46,0,6,2,3,3,4,2,1,2,2,2,1,4,1,3,4,2,3,4,4,2,2,2,2,3,5,4,4,3,4,5,3,5,3,4,2,4,4,3,2,5,3,4,4,1,1,2,1,2,1,1,1,1,1,5,4,5,4,5,5,5,4,5,4,2,154,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,4,3,1,1,1,1,1,2,1,2,"iOS","Safari",375,667,7,230
"112",18,"female","US",36,31,42,27,36,28,1,6,3,3,2,3,1,2,2,5,3,5,4,3,3,3,3,4,3,4,3,2,2,4,5,5,3,5,5,4,5,4,2,4,3,1,5,3,1,1,3,4,3,3,5,3,3,4,3,4,3,3,5,3,5,3,5,3,2,2,2,1,4,1,2,127,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,1,1,1,4,2,1,4,"Macintosh","Chrome",1920,1080,57,323
"113",34,"male","GB",37,48,43,30,34,26,0,8,2,5,4,2,5,2,4,4,2,3,2,2,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,4,3,5,3,1,2,3,2,4,3,5,2,4,4,4,4,3,3,4,1,1,2,1,2,1,4,4,4,4,3,1,87,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,2,1,1,2,1,4,1,2,4,"Windows","Firefox",1920,1200,34,94
"114",22,"male","US",25,29,38,42,23,24,0,5,2,3,2,2,2,1,2,2,2,2,4,1,2,3,4,2,4,3,4,2,1,4,4,3,4,4,3,5,4,3,4,4,3,4,4,4,4,5,4,5,5,4,2,2,2,3,2,2,2,3,3,2,2,4,4,2,2,2,2,2,2,2,1,359,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,12,1,1,2,1,3,"Windows","Firefox",1920,1080,69,812
"115",23,"male","PL",25,20,37,48,31,19,0,7,1,3,2,4,2,2,1,2,1,2,4,1,1,2,3,1,3,2,1,5,1,1,4,4,3,2,4,3,5,5,4,3,5,5,5,5,5,4,5,5,4,5,3,4,2,4,4,2,4,2,3,3,2,2,2,1,2,3,1,1,4,1,1,236,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,1,6,1,4,2,1,2,"Windows","Firefox",1366,768,6,220
"116",30,"female","RO",40,31,37,28,17,25,0,8,2,4,2,3,4,5,4,3,3,3,3,4,1,2,5,2,4,4,4,2,3,4,4,5,4,5,3,4,2,2,4,4,1,2,5,4,2,4,2,4,1,3,3,1,1,2,1,2,1,2,2,2,4,3,4,3,3,1,3,2,1,1,2,206,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,2,1,7,1,4,1,1,1,"Windows","Firefox",1920,1080,33,228
"117",17,"female","GB",46,22,38,38,21,38,0,6,4,4,2,5,4,2,4,5,4,4,5,3,2,1,2,1,2,4,1,4,4,1,4,4,4,5,4,4,4,3,4,2,4,5,4,4,2,5,4,4,2,4,2,1,2,2,1,1,2,4,2,4,5,2,5,4,4,5,4,2,5,2,2,233,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,2,1,2,4,2,1,4,"Linux","Chrome",320,534,25,329
"118",22,"male","GB",38,19,37,32,23,25,0,6,3,4,4,4,4,1,4,4,2,2,3,3,1,1,2,2,2,3,3,1,2,2,4,4,4,4,3,4,4,3,4,3,3,5,5,1,2,4,4,2,3,3,2,3,1,2,2,1,3,2,4,3,2,2,4,4,3,2,1,3,2,2,1,125,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,1,2,1,4,1,1,2,"Macintosh","Safari",1440,900,48,191
"119",43,"female","GB",49,20,32,33,16,29,0,8,4,5,5,4,3,4,5,5,3,4,3,4,2,2,3,5,2,2,1,1,1,1,2,3,3,4,4,3,3,2,5,3,2,3,3,4,1,4,4,4,4,4,1,1,1,5,1,2,1,1,1,2,2,3,2,4,2,4,3,2,3,4,2,150,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,3,1,2,2,1,4,2,2,3,"Macintosh","Firefox",1280,800,59,272
"120",25,"female","PH",38,32,36,24,24,36,1,6,2,4,3,3,4,2,2,4,3,4,3,4,3,3,4,2,3,3,3,4,4,3,5,3,5,3,3,4,3,3,4,3,2,2,4,2,2,2,3,2,2,3,2,3,3,3,2,2,2,2,3,2,5,3,4,3,3,4,3,4,4,3,2,151,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,2,2,2,1,6,4,1,1,1,2,"Macintosh","Safari",1440,900,3,152
"121",19,"female","CA",21,33,44,48,16,30,0,6,1,2,3,3,1,1,2,1,1,2,3,1,3,2,4,3,4,4,4,2,3,4,5,4,5,5,4,5,3,5,4,4,4,5,4,5,5,5,5,5,5,5,1,2,1,2,1,1,2,3,2,1,5,4,5,4,2,2,2,2,2,2,2,290,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,1,1,4,1,4,2,1,4,"Windows","Microsoft Internet Explorer",1366,768,5,220
"122",19,"male","US",40,21,42,30,33,34,2,6,3,3,4,4,3,2,4,4,3,4,3,3,2,2,3,2,3,2,2,1,3,1,5,5,3,4,4,4,5,5,3,4,5,4,4,4,1,2,4,2,2,2,3,2,4,3,4,3,4,2,4,4,4,4,4,3,1,5,4,3,4,2,1,113,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,"Macintosh","Chrome",1440,900,3,271
"124",18,"female","US",37,25,47,35,14,30,1,6,1,5,5,3,5,2,5,5,2,1,1,2,3,3,3,1,4,3,4,1,2,1,4,5,5,5,5,5,4,4,5,5,2,2,5,5,2,1,5,3,5,5,5,1,1,1,1,1,1,1,1,1,5,3,5,3,1,2,2,3,4,2,2,204,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,2,2,1,1,4,1,4,2,1,5,"Windows","Microsoft Internet Explorer",1280,800,7,203
"125",18,"female","AU",25,35,48,45,16,33,0,5,1,3,5,1,2,1,4,1,2,3,1,1,5,5,2,3,4,5,1,4,5,1,4,5,5,5,5,5,4,5,5,5,3,5,5,5,3,5,5,5,4,5,2,1,1,1,1,2,1,3,1,3,2,2,5,5,1,3,3,2,5,5,2,345,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,2,1,4,2,1,2,"Windows","Firefox",1366,768,62,350
"126",47,"female","US",29,33,40,32,12,24,0,6,1,3,2,2,3,2,3,3,2,3,4,1,3,5,4,2,4,4,4,1,2,4,3,5,4,5,4,4,4,2,5,4,3,3,3,3,3,3,5,3,3,3,1,1,1,1,2,1,2,1,1,1,2,1,2,2,4,3,3,3,3,1,2,194,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,8,1,5,2,2,2,"Windows","Chrome",1280,1024,6,223
"127",30,"female","US",46,20,37,17,38,31,0,5,3,5,4,4,5,4,4,5,4,4,1,3,2,1,2,2,1,4,2,2,2,2,3,3,5,3,5,5,2,4,2,5,1,3,2,3,1,1,1,2,1,2,4,4,4,5,4,3,4,4,3,3,2,2,3,2,4,4,4,4,4,2,2,198,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,1,1,12,3,4,2,2,2,"Linux","AndroidBrowser",480,800,6,256
"128",20,"female","BH",35,31,35,37,24,35,0,4,3,4,5,3,2,1,3,3,1,4,3,3,3,4,3,3,4,3,4,2,2,3,3,4,3,3,5,2,4,2,4,5,4,4,4,4,3,5,2,4,4,3,2,3,3,3,3,1,3,2,1,3,2,4,5,3,4,3,5,3,3,3,2,313,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,3,2,1,0,0,2,2,1,3,"iOS","Safari",320,568,79,931
"129",18,"female","SG",51,10,27,24,50,50,0,5,5,5,4,5,5,3,3,5,3,4,5,4,1,1,1,1,1,1,1,1,1,1,2,2,5,2,2,4,2,2,4,2,3,3,5,1,2,2,3,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,103,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,1,1,1,2,1,2,"Windows","Microsoft Internet Explorer",1518,853,7,119
"130",23,"male","AU",34,20,39,17,17,33,0,4,3,5,2,4,3,2,2,2,3,4,3,1,3,1,1,1,2,3,1,2,4,2,3,2,5,5,4,5,4,4,3,4,1,2,4,1,1,1,1,2,1,3,5,1,1,1,3,1,1,1,1,2,2,1,5,1,5,5,5,3,4,2,1,174,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4,3,2,1,8,1,5,2,1,2,"Macintosh","Chrome",1280,800,412,259
"132",23,"female","IT",37,28,42,26,23,34,0,8,4,5,3,2,3,3,3,3,4,3,1,3,2,4,2,2,3,5,2,2,2,4,3,5,5,5,3,5,3,3,5,5,2,2,3,2,2,4,4,2,2,3,2,3,2,2,1,3,2,3,3,2,4,4,5,4,2,2,3,4,2,4,2,303,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,2,1,4,1,4,1,1,2,"Windows","Chrome",1366,768,3,929
"133",29,"female","NL",19,42,46,39,13,24,1,8,1,3,3,1,1,1,2,2,1,1,2,1,4,1,5,4,5,5,5,4,5,4,5,5,5,4,5,5,5,4,3,5,4,1,5,5,5,1,3,5,5,5,1,1,1,2,2,1,1,2,1,1,3,1,4,5,2,3,3,1,1,1,2,263,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,4,3,2,1,7,1,4,1,1,2,"Windows","Chrome",1366,768,6,225
"134",20,"female","US",39,22,33,28,22,41,1,5,2,4,4,4,4,2,3,5,3,3,2,3,4,2,2,2,3,2,3,2,1,1,4,2,3,2,4,3,4,3,4,4,2,2,4,2,2,2,4,3,3,4,1,2,2,2,2,1,3,3,3,3,4,3,5,4,4,4,5,4,4,4,2,128,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,2,1,1,2,1,4,2,1,1,"Windows","Chrome",1366,768,3,132
